mention_text
Aquatic Research Solutions Ltd. %Cambridge% %New Zealand%
Ocean and Planetary Sciences Cardiff University Cardiff
North-Pole $Western Australia$
Schreiber Ontario Barghoorn
Arki-Kunihar
Highborne Cay Fig
western Brooks Range
$Northwest Territories$ Canada Palaios
microbial processes forming $Highborne Cay$
Bitter Springs
Turkana Basin Kenya Hot
carbonate sedimentation basins
Sahara Algeria
%Wyoming% %Colorado% and %Utah%
Box Brazil
Lagoa Salgada %Rio de Janeiro% State %Brazil%
unlaminated carbonate region
%Lille France%
%Perth% Western %Australia% %Australia%
Dardenne
Scottish Universities Environmental Research Centre Rankine Avenue %East Kilbride% %Scotland% %UK% G
Reid R. Dupraz C.
Sherpur-Batal
Playfbrd
western %Nevada United States%
Deinococcus-Thermus Rhodobacteraceae Desulfobacterales and Spirochaetes
middle region
%Xishan% area
Takashima C Kano A  Microbial
%Laguna% Mormona %BajaCalifornia% %Mexico%
Gamohaan and %Frisco%
$Maestrat Basin$ eastern %Spain%
Moffett Field
$North Stromatolite Lake$
India Kussiella
northern part of $the Hamersley Basin$
ooidal deposit Harli
Eglington
S 'S 'S %South Africa% %Cape Alfred% Stromatolite
Mpanda
Conophyton Vucerrilla
$Port Elizabeth$ coastline %South Africa%
Western Australia Plain Street %East Perth% %WA% %Australia%
$Amadeus Basin$ central %Australia%
southern %Jura France%
Aravalli Group India
$South China$
Tongue Reef
Zhou-Zhang Road
Kakkarhatti - Kunihar and Shalaghat-Arki-Kunihar
$eastern Isua Greenstone Belt$
Punta Chivato
marine-dominated environment $Ras El Shetan$ area $Gulf of Aqaba$ %Egypt%
Abu Dhabi
Tuoba
Jeevankumar  India
Zyqlopleura
$Coorong Lagoon$ %South Australia%
%Mauritania% Trompette
$Eastern California$ At
southeastern %Alaska%
north of %Sully Island%
Koroliuk
$Borden Basin$ %Nunavut% %Canada%
$Green River$
%Pangjiapu% region
Ordos Basin China
$Shark Bay Australia$
Hamelin Pool %Australia%
Santa Pola SE %Spain%
Halimeda
Mediona
Nature Conservation Authority %Perth%
F. Dorrington
Chernyshev Swell
Nanoplast
$Southern Nevada$ and South-eastern %California%
southern %Tunisia% Termier
$White Bay Cay$ and $South Halls Pond$
$North Eurasia$ Alternellaceae Taxa Dmax
$Mount$
Krahenberg
Today : Springer Heidelberg
%Kaluweerrie Hills%
Hamersley Group Australia Ga
%Russia% %Australia% $Africa$ and %Greenland%
%Ga%  Great $Slave Lake$ northwest %Canada%
Technology %Massachusetts% Avenue %Cambridge%
Keilberg
%Paris% Diderot %Paris%
Jeon H. Pages A. Wacey D.
Transvaal basin Duitschland
Leicester University Road Leicester
Maoying area
original %US%
November Korolyuk
Alexander VA
$northern Arrow Canyon$ and $Silica Quarry$
Socompa  Costello
Miller Walpole
Actinomycetales Euzebyales Acidimicrobiales and Gaiellales Figure D
Sibley Groups Ontario
$Belcher Islands$
Rotokawa
$Steep Rock$ Lake %Atikokan% northwestern %Ontario%
Ebro Basin
$Hartbessfontein South Africa$
Colonella
Other Kiritimati Atoll %Kiribati% Lacustrine Microbialites
%Udaipur%
%South Kazakhstan%
%Xuanhua-Longguan% area
Awramik
Degens
Andersen
southeastern %Australia%
Jet Propulsion Laboratory Oak Grove Drive %Pasadena% CA
$Lake Specchio$
Technology MA
Mouget J.-L. Kromkamp
Naldehra
Darbouka
Milne Inlet Trough
%New Zealand% and Brake
Precambrien Superieur du Sahara Nord-Occidental
$South West Britain$
active fault-controlled basin
Schoenmakerskop and $the Maitland River$
Yudongzi and Laolongdong
Hesse
Olavarria Sierras Septentrionales %Argentina%
Elganellus Malykania
$Central Brazil$
$Strathcona River$ T
Thomazo
Astrobiology Institute Ames Research Center Moffett Field
Little %Mesa%
$Drake Island$ Fig
%Missouri% and %Kansas%
water Oho and Hho
Burne R.V  Shark Bay
%Hungary% Correspondence
%West Africa% Jbeliat Amogjar
TU and Tl
northern region
%Massachusetts% %Amherst% MA August
both $the Shark Bay$ and %Bahaman%
$southern East Siberia$
Box %Port Elizabeth% %South Africa%
University Montreal Canada Abstract Thin
%Santa Rosa de Viterbo%
buildups $Northern Anabar Region$  %Lithol%
Kundatia
$Laguna Negra Waters$ The
boundary region
Pilbara Craton %Australia%
$Western Sichuan Basin$ Table
$Eastern Cape$ coast %South Africa%
$Marion Lake$ %Australia% Fig
Southern Carpathians %Romania%
Cuddapah Supergroup India
%Chongyang Hubei province% $South China$
northeastern part of $the Amadeus Basin$
Witwatersrand Johannesburg South Africa Department
Planetary and Space Sciences Center
$Western Australia$ $Shark Bay$
%Abadeh% region
Semikhatov
$Shark Bay$ and the %Bahamas%
%Indravati% and Chhattisgarh Basins Central India Stromatolites
Lower Cuddapah
%Bahamas% and %Bermuda%
western %Australia%
Elikah Valley
Lingula
$North Pole$ area $Western Australia$ Nature
Atmospheric Research Ltd Greta Point %Wellington% %New Zealand% Rosenstiel School
$Cat Island$ The %Bahamas%
southern margin of $Lake Thetis$
surrounding basin
$Rey Lake$
filamentous Gunflintia
%Bahamas% : %San Salvador% Bahamas College Center
Dongzhi Anhui
%Seattle WA%
Salda Golu
south of $North Stromatolite$ $Lake Figure$
%Curitiba% %Brazil% Universidade
%Kanpur% and %Matoon%
%Namibia% Author
Trona Mt. Oncolites Casati  Freytet
%Scotland% Hudson
Trypanopora
$Lake Salda Golu$ %Turkey%
Georginia Walter
%Wabigoon Subprovince Superior Province% %Ontario%
Gordonophyton Tarthinia
western %Madagascar%
Beigong
Kanawna Western Australia
shark bay western %Australia%
%Del Puerto Creek%
Lindley Hall
Biosedimentology Stromatolites Cynaobacteria Rivuariaceae Palustrine Lamination Seasonal
UK Australian Journal
Shatang
northern Siberian Platform Anabar Massif Olenek Uplift
northernmost %Belize%
atmosphere %Des Marais%
Kola Peninsula Baltic Shield
%Jerusalem% %Jerusalem% %Israel%
UK European Journal
northern paleomargin of %Laurentia%
Grandes-Platidres
T.M Perytb
%Krakow%
eastern %Wyoming% Geol
western %United States%
southern %Israel%  Fig
Lagoa Vermelha
Itapeva Sao Paulo
Sciences %Moscow% %Russia% PALAIOS  V.
%Zaragoza% %Spain%
%East Crimea%
Tanganyika Africa
Burundi Cohen and Thouin
MgCa
B Antarctica Siberia Balti Gondwana
$Glacier Bay$
Transvaal Supergroup southern $Africa$
modem environment Lee Stocking Island %Bahamas%
Epiphyton Renalcis
Plettenberg Bay and %Port Alfred%
southern %Germany%
%North Carolina%
modem geology : San Diego California Academic Press
Ga Carajas
$southern Ural Montains$ %USSR%
example $Lake Van$
Gulf of Aqaba Fig
west %Texas%
Societe Geologique de France
$Sadlerochit Mountains$
Donnelly T H  Etminan H
Palaeotethys Ocean Figure
%Turukhansk% area
southeastern %California United States%
west and $the Strathcona River$
BAHRAIN
$North Pole$ Area $Western Australia$
%Wyoming%
Gongylina
Hayborne Cay Bahamas Carbohydrate
Luoping area %Yunnan Province% $Southwest China$
shallow subtidal region
Konhauser
$Gahkum Mountain$
%Hungary% Stromatolites
$Ural Mountains$ $Harz Mountains$ %Germany%  %England%
Frying Pan Lake $Pan Lake$
Hills Fofatn Brassey
Preat
Jahnke L Embaye T Hope J Turk
Browne
%Washington%
A %Cape Recife%
Feibel
%Berlin% %Germany% Springer-Verlag
Monty
greenhouse conditions southwestern %Amazon%
%Waikite% %New Zealand%
Petro-Canada
Handley
western $North Amenca$
%Uruguay% Piedras
$Ajjers Basin Eastern$ %Sahara Algeria%
%Janeiro% - Brazil Universidade Federal
Pradella Mt. Oncolites
sedimentary basin
Soplao Cantabria %Spain%
$Mushandike basin$
%Taupo Volcanic Zone%
Mengcun and Helv
basin-facies change $Great Slave Lake$ $Canada$
$Eastern Cape$
Miami University
sample - Kigoma
$Fomich River$ area
Maurin A. Bernet-Rollande
%London%
several different basins
Shitai Anhui
Krabbendam
Umra
northern part of $the Sierra de Alcubierre$
%Rajasthan% %India%
Betic Cordillera southern %Spain%
%Brasilia%
Columbia University Press %New York%
Laguna Negra Microbialites
$North Pole$
Bach Germany Fumito Shiraishia
Kelly Lake British %Columbia%
Guelph Guelph Ontario
Newari and %Bargwan%
Argentinean Puna
$Capitol Reef$
Ludlovia Hecetaphyton and Sphaerina
$Craton Western Australia$
Vempalle and Tadpatri
Windjiana Gorge
Alberta Waters  and %Australia%
%Paris% Abstracts
$Guangxi South China$
northern Fortescue group %Pilbara% craton
group Irregularia Koroliuk
New South Wales %Sydney% %Australia% Received October
Mikouloungou
Ridge
%South Carolina% %Columbia Columbia% %South Carolina% %United States% of America Department
Santi  Farno Mt. Oncolites
Leptolyngbya Greenland
Caltanissetta Basin
Technology Organization Kirrawee DC
southern %Poland%  in %Bertrand-Sarfati% J.
known Pilbara
Paris Freyiet P
: International KalkowskySymposium Gottingen October
Lee Stocking Islands %Bahamas%
%Tanzania% Icole
Shark Bay and Lee Stocking Island
E. Liaoning
Copper Harbor Conglomerate Upper %Michigan%
did the Bitter Springs
Venere %Italy% Cyp
%Sayunei% ` Mt.
Chafetz
other Gunflint-type microfossils Crosby
southeastern edge of $the Laguna Negra$
Late $Vendiar East Greenland$
lower southeast $South Australia$
ice-capped $Dry Valley$
whole basin
$Lake Thetis$ $Western Australia$
Apachina
$Ryutoku West Horizons$
eastern %Yunnan Province%
Planetary Sciences Macquarie University Sydney
Sedimentol Egypt
%Tianjin% China Tianjin University Press
Dharwar Craton %India%
$Black Mountain$ area
Lee Stocking Island Exuma Cays %Bahamas%
Crasquin S
Steneck
FA Intertidal Dome
$Finnmark Arctic Norway$
Dokl
%U.S.S.R.% %Moscow%
$Lake Carnegie Western Australia$
%Guangxi% South %China% Baba Senowbari-Daryan
Boliimu Konya %Turkey% The
former oceanic island
Menlo Park CA USA Received September
Bauld
Grupo Bambui
ramp $Nizhnyaya Tunguska River$
Wopmay Orogen
southeast of %Wilson Creek%
Renalcis Epiphyton
Reactor Centre East Kilbride %Glasgow% G
M.
%NW Australia%
%North Carolina% Arendefl Street %Morehead City% %North Carolina%
Sutera
%Nanophytoplankton%
Demicco Laurentia %Maryland%
Al-Nikhsh area southwest %Qatar Peninsula%
Adrar
$southern Ural$
Santorini Caldera
Roisan zone Austroalpine Dent Blanche and Mt Mary
Bach Germany
%Missouri% and Kansas Cycle
%Jixian% northern %China%
Carbla Flagpole Nanga and %Spaven%
highly alkaline $Lake Bosumtwi$
%Johannesburg% %Johannesburg% South Africa Economic Geology Research Institute School
intracratonic basin
Cambridge West Building
Paliwal
Irece Basin Brazil
Laguna Mormona Baja California Mexico Journal
Australia Australian Food Safety Centre University
Fortescue Group Australia Ga
Kathu
Tufa
E %India%
Salda
Catuneanu Amsterdam
Fems Strunga Pass O Fems %Purcarete Valley% Fems Saraorschi Valley
Bain
Jiudingshan and %Niyuan% Formations $South China$
Turee Creek Group %Australia%
Ma'anshan
Wendte
Beiquanzi
%Barberton% Steep Rock Mushandike %Pongola% %Gya% Stromatolites
The Santa Pola
Oolite-Microbialite Sequences Spain Figure
m thick Karpeta
Tubiphytes
eastern $Yangtze Platform$
Chernov Swell
eastern part of $the Hamersley Basin$
Petrol.  Tulsa Warren
%Hebei% %China%
Trucial Coast
Pacific Northwest National Laboratory %Richland% %Washington% %USA%
Quruk Dag
$North America$ %Japan% $South America$ Europe %Russia%
Kaltasy and Suran
Kozhym River
east of %Death Valley%
Lovley
Day  False Bay $Western Cape$ $West Benthic$
southwestern %Amazon% craton %Brazil%
FERRUGINOUS STROMATOLITIC HORIZONS %AUSTRALIA% Sample
$Wooramel River$
$Guadalupe Mountains$ %Texas% %New Mexico% %USA%
K Flagpole Landing %Carbla Point% and Booldah Well
Bajo Segura Basin Betic Cordillera Southern Spain Shelf
%Hamilton NY% PALAIOS  V.
$Socking Island$ $Highborne Cay$ Little %Darby Island%
$Central India$
%Israel% A
Gerdes G. Gorbushina
Earth-SunMoon
south of %Gottingen%
Mengcun
$Pavilion Lake$
W Canada PALAIOS  V.
Elizabeth South Africa Published
$Cuddapah Basin India$
northern %Oman% Immenhauser
%Tokyo% %Komaba% %Tokyo% %Japan% Received August
Cassedanne and Cassedanne
Cerro Gordo
Pilbara Craton Fig
$Barberton Mountain$
Fischerella
Eberli
%Tennessee% %Knoxville%
%WESTERN AUSTRALIA% Playford
%Los Barrios de Luna%
Coyoacan %Mexico%
%Kiev%
D Column Spouter Fairy Meadows
Macintyre J Smithsonian Institution %Washington%
Srivastava
Sciences Poitiers %France% Faculty
windward lagoon $Andros Island$ %Bahamas%
$Wolfcampian  Sacramento Mountains$ %New Mexico% %U.S.A%. In
Pagett
Jatulian
$SW Wyoming$
Kuruman and Penge
Isua
Pena A Nogales B
$Blue Lake$ Lacustrine
Dodguni Belt
Greinert
Marine Microbiology Bremen %Germany%
%Berlin% Springer Golubic
Kama-Belaya
$Aldabra Western Indian Ocean$
%Rennes% %Rennes% Cedex %France% Many
%Bas-Congo% region
northern $Arabian Sea$
Champagne Pool Waiotapu %NZ%
%Bidda% area
environmental conditions Pentecost and Riding
%Chongyang% area %Hubei Province% $South China$
Caborca Sonora
Danakil
$Perth Basin Western Australia$
intertropical $Africa$ Hot
fresh-water $Salda Golu Lake$ %Turkey%
Suiyang
other regions %the United States%
Tieling
Pomar
southeastern and southwestern %Alaska%
$Malla Mountain$
SERMI
$North China$ Platform Fig
Beaumont W Spear
Juderina and Johnson Cairn Formations
%Basel%
only Colonnella and Conophytonides
Niuafo'ou Tonga
%Barcelona% %Barcelona% %Spain%
Beukes
Irkutsk Amphitheatre
%New South Wales% %Sydney%
$Old Man Lake$
Astrobiology Institute The Pennsylvania State University University Park %Pennsylvania% %US%
%Wyoming% Fig
mm Gebelein  Cape Sable %Florida% High
%South Australia%
Chitrakoot
%Kansas% Lawrence %Kansas%
coccoid Gloeocapsa and Synechococcus
$Lake Old Man Lake$
Terabayashi
Quruk Dag %Antalya% %Turkey% %Tabular%
%Auckland Auckland% %New Zealand% Department
%United States of America%
$Northern Zaire$ Stromatolite
Duero Basin Spain
southwestern %Gondwana%
Nostocales
both the Pilbara and %Swaziland%
$North Island$ %New Zealand%
Arp Berlin
Victor Bay
$Belcher Islands$ central $Hudson Bay Canada$
Biochemistry Arizona State University %Tempe% %AZ%
El Joyazo
$Nijar Basin$ Southeast %Spain% Alluvial
%Nabberu% Basin Western %Australia% No
Nordrhein-Westfalen Krefeld
Lasfachastis
$Ross River$ area Unit
Pratt Convolute
Desu Series %Iran%
%Italy% Fig
Uralian region
Helv
Davis California
Nyanza Lac Burundi Beachrock
$Nopah Sea$ $Death Valley$ %California%
%Arizona% Gould-Simpson Building E.
Coorong Lagoon
northeast of %Pinjor%
Hamelin Pool M.
Technology Pasadena CA
%Almeria% southeast %Spain%
$Southeastern Alaska$
%Mauritania% Bertrand-Sarfati and Moussine-Pouchkine
Cohen Y. Castenholtz
Storr 's $Lake A Northern$
Austin Speedway Stop C %Austin% %TX%
%Louisiana%
least %Ga.%
%Gansu Province% northwestern %China%
Eggleston
Gora Poland Stromatolite
Karelia
Epiphyton Bushes
%Caborca% %Sonora% %Mexico%
%Santorini% %Greece%
Pouba
%Irkutsk%
Anabar Uplift NIIGA %Leningrad%
vast open basin
southern %Utah% %USA% %Fluvial%
Transvaal Sequence %South Africa%
%Salta% rift basins
$North Eurasia$ Stratigr
%Burovaya% basin
$Pleasant Creek$
%Valencia% eastern %Spain%
Nauka Moscow
Sezione di Palermo Via Ugo La Malfa %Palermo% %Italy%
thcombolites Tl Yangshen
Anoxic basin Photic
$Sorbas Basin$ of %SE% %Spain%
V A  FALLICK
Womerangee Hill
east side of %Stansbury Island%
Shaba
%Bremen% %Germany%
Goytacazes %Brazil%
%Solvang% and Snowpatch Formations
Schuchert Dal east %Greenland%
Ventersdorp
%Ontario Canada%
Flugel Berlin
microbial mats $Stocking Island$ Exuma Cays %Bahamas%
Technology
Corsetti
$North Pole$ %West Australia%
Crystal Spring and Beck Spring Formations
%Udaipur% region
%Almeria Province%
Highborne Cay Cuatro %Cienegas% %Mexico% and $Hamelin Pool Shark Bay$ $Western Australia$
%Trondheim% %Norway%
Nabberu
%Swaziland% Supergroup  %South Africa%
la Cuenca de Santa Rosalia Baja California Sur
%Pretoria%
Gebelein
$Magadi East$ African $Rift Valley$
%New South Wales% %Kensington%
%Cyprus% Orszag-Sperber
$Mackenzie Mountains$ %Yukon Territory%
I Kinalape Section Lake Natron %Tanzania% Stromatolitic
Chegga
northern %Australia%
Wasatch and Fort Union Formations
Paleo-Tethys
Lemon N M  Diapir
western margin of $North America$
$Chetumal Bay$
Licmophora
Exuma Cays Highborne Cay
Krumbein
Deinschwanger
%Granada% %Granada% %Spain%  Received February
Sciences Springer Berlin
Upper Lahaul Vannay
Wien %Austria% Alfred-Wegener-Institut Helmholtz-Zentrum
Alphaproteobacteria and Cyanobacteria
$Michigan Basin$
$Pantelleria Island$ $Central Mediterranean$
$The Animikie basin$
Schoenmakerskop and %Seaview%
Curuk Dag
Schreiber West %Ontario% %Canada%
$Arctic Canada$ and %Alaska%
Moussine-Pouchkine
Fenggang Guizhou Fig
%California% Santa Barbara
%Huatugou% area
Zhoukoudian
$North Africa$ Stromatolites
Coorong
Lagoa Salgada %Brazil%
$Yellowstone National Park$ %USA%
Pilbara Craton Western Australia Dunlop
Belingwe Greenstone Belt %Rhodesia%
Brackish Isona Spain Karst
cases joined Rothpletzella
%SGermany% and %Austria%
Earth-Sun-Moon
Cock Soda Lake
Shark Bay stromatolitic cyanobacteria Isolatea Clone Nearest
Marion Lake Fig
%Hamersley% %Australia%
Xiahuayuan Zhuolu
$Mediterranean$
Eleuthera Bank %Bahamas%
$Shark Bay Australia$ and Exuma Sound Bahamas
%Queensland St. Lucia% Qld
Toomey
Natural History %Stockholm% %Sweden%
River Piedra %Spain%
Angola Gindre-Chanu
south and near the %Bhimasamudra%
Griffin
$Lake Highstand$
$Lodward Lake$ %Turkana% %Kenya%
Barberton and %Pilbara%
Tundapather area
tree trunk Calcareous platform Playa
Barlow
Fischerella Leptolyngbya Arthronema and Thermosynechococcus
The Branca Opala
Ashburton Nabberu basins $Western Australia$
SARATOGA SPRINGS NEW %YORK% %USA% Figures
northern %Adelaide%
Synechococcus Xenococcus Microcoleus Leptolyngbya Plectonema Symploca Cyanothece Pleurocapsa
%U.S.% Geological Survey Circular
Medicine Bow Mountains %Wyoming%
$Lake Thetis$ stromatolites $Western Australia$
$the Great Slave Lake$
Dodguni
%St. Tucson% %AZ%
%Guilin% $South China Reef$
%Oktyabrya% %Moscow% %Russia% Active
depositional basins
$Suez$ and $the Red Sea$
Kawaguchi T. Decho
Yangzi Yangtze
high-altitude volcanic lake $Socompa Argentinean Andes$
surrounding region
Greenspot and Mescal Formations
%Marquette% %Michigan%
Marine Microbiology Bremen D
Sedimentology Elsevier New York Vol
western England Scoffin
Ryutoku West Ryutoku $East$ and %Yurino%
western %Hubei Province% $South China$ Fig
Gard France
%Scotland%
Savory Basin
Pantelleria
%Wutai% Mt.
Bahamass
%California% %Los Angeles% %Los Angeles% %CA USA%
%Beijing%
Konigshof
Walde
Crystal Eyes Cave
Opornyi
Solentia
%Jerusalem% %Mount Scopus% Campus %Jerusalem% %Israel%
Rishworth
Buxi
Earaheedywasin Asperia and Pilbaria
Geology Department Gustavus Adolphus College %St. Peter MN%
$South Cottonwood$ and %Fivemile%
%Sarawak% %Malaysia% Received September
Shimokuraida Ca
southern end of $the Lawford Range Playford$
%Yanshan Area% of $North China$
southeastern %California%
Zehntenstrasse Thalwil %Switzerland% James Cook University %Townsville% %Queensland% %Australia%
Industry and Resources East Perth Western %Australia% %Australia%
ccidic hot-spring waters $North Island$ %New Zealand%
Willow Point and Three Poles
%Congo Gabon%
Boudins
Petukhovskoe
Charophyta
$Marion Lake$ %South Australia%
Barker River
%London% Egham %Surrey%
Shark Bay Western %Australia% Fig
Australian Geological Survey Organization %Canberra%
%Magdeburg% %Germany%
Bangemail Basin
%Bianyang Guizhou Province% %South China Ezaki%
Giani D. Giele C. Wonneberger K  O
$Mount Conner$
$eastern basin$
Fairy Falls West Thumb Obsidian Pool
Broeckina Pastrikella
Canada Paper
Ajers basin
Polyudov Ridge
Geological Engineering Ankara University %Ankara% %Turkey%
$Central France$
%Papua New Guinea%
Pleurocapsales
Youngs %Australia% Limestones
Death Valley %California% Table
E Canada Associate Editor
Kyser
Ecological Sciences Indiana State University %Terre% Haute %Indiana% %USA%
Wutai Mt. and $Its Adjacent Regions$
$The Perth Basin$
Maslov A. Krupenin M.
%USA% and Potassium Bromide
Atar region
Jhamarkotra
cave stromatolites El Soplao Spain
%Hochschule% %Zurich% %Switzerland%
southern %Missouri%
La Solana
%Argentina% and %Canada%
$Mink Mountain Ontario$
$Sea-Linked Satonda Crater Lake$ %Indonesia%
Kluwer Dordrecht The %Netherlands%
$Aldabra Islands$
central %Australia%
%Sonora% Mexico Hugo Beraldi-Campesia
$Southern California$ %Los Angeles% CA
Swift
Neoarchaean
Oho Supplemental Figure
%Bulla% section northern %Italy%
Ma North China
PALAIOS
two nearby basins
Faure Sill
Gyana
$northern Anabar region$
Education Naruto Tokushima %Japan% Tel
Geocom Consultants %Valle del Portet% %Benitachell% %Spain%
Missouri-Rolla Rolla %Missouri%
Sciences Budaorsi Street H
Reef Communities : %New York%
Alexander Hills
early evonian barrier island
%United States%
Steep Rock
Lacustrine
groups Ephyaltes Externia and Pilbaria
Riding R. Braga
locality northern %Burundi%
%California% %Los Angeles% %USA%
$Canning Basin Northwestern$ %Australia%
$western Pilbara$
south of %Grythyttan% %Bergslagen% %Sweden%
Monasterio de Piedra %Natural Park%
%Devon Island% %Canada%
%Westphalia%
%Holland%
$Vempalle Sea Cuddapah Basin$ %India%
Box Brisbane Queensland Australia Advanced Centre
UVC
middle Palmatolepis triangularis Zone
study region
Casula High School Myall Rd Casula
sedimentary basins
Matalila
visible light spectral region
Lesno Brdo
Landmann G. Konuk T.
The San Ciriaco
$Southern Ural Mountains$ %Russia%
Clachtoll and Bay of Stoer
$Northwest Chaohu$ region %Anhui Province% $East China$ Fig
Lee Stocking island
east to $the Storms River$
micro-organisms Bohm and Brachert
Kangra
$western Newfoundland$
Elizabeth South Africa South African Environmental Observation Network Elwandle Node Grahamstown South Africa Coastal Marine Research Unit Department
$Eastern Australia$
%Kanpur%
S D San Rafael Swell S
Tabaloconigera Confusoconophyton Gaoyu
Palaeo-Mesoproterozoic
Tao Xiancong  Variations
Ouarzazate-Agdz
$Korean Peninsula$
%Chihsien County% $North China$
southeast %Spain%
$Ural Mountains$ %Russia%
$Shark Bay$ Stromatolites $Western Australia$
Stefanova Cave
Amphipoda Isopoda Orchestia
$Mesquite Mountains$
%Gotland% %Sweden%
$North Eurasia$
$The Reef Crest Zone$
$Williston Basin$ Southern %Saskatchewan% %Canada%
eastern %Israel%
$Petukhovskoe Soda Lake$
%Alicante%
$Wolfe Basin$ east $Kimberley Western Australia$
adjacent Dawen
%Belize% and %Jamaica%
$Lake Tanganyika$ %Zaire% Lacustrine Chimneys
Brown
upper $Hayden Valley$
places Valdiya
Nature London
$Ilych River$ northern $Ural Mountains$
Pieniny Mts. %Southern Poland%
Microscopie Ionique Orsay France Department
$Lake Natron$ area
$River Piedra$ area
eastern %Australia%
Katakturuk Dolomite $Sadlerochit-Shublik Mountains$
Sayani Khan Geological Studies Unit Indian Statistical Institute Kolkata Geological Survey
%Pengzhou%
%South Carolina% %Columbia% SC %USA% Received August
Toronto Russell Street %Toronto% %Ontario%
Astrobiology Research Center University Park
Schidlowski M. Golubic S. Kimberley
essential definition Lethaia
$Lake Tanganyika Africa$
Morphogenesis Nature %London%
$Isua Supracrustal Belt$ $West Greenland$
Morro Azul e %Morro Grande%
$West Africa$ Banboli %Mid Sud-Banboli%
$East Finnmark$ North %Norway%
Australia Clarendon Press %Oxford%
Ga Baruunturuun
Aphebian Nauka Moscow
Shitai section Anhui Fig
%LAKE TURKANA% KENYA Fig
Lagoa Vermelha %Rio de Janeiro% %Brazil%
north of %Barakh%
%Socompa Lake S%
Brava
$Heron Island$ $Great Barrier Reef$
Dashuigou
%Wirrealpa% %South Australia%
Fortescue Group Western Australia
$Arctic Norway$
Deltaproteobacteria Gammaproteobacteria and Chromatiales
Simoes region %Piaui% State %Varejao%
Springer Berlin Heidelberg
$Great Salt Lake$
: $Marion Lake$ %South Australia%
Pinnularia
Ajjers Basin
growth cf. Kano
Kelly Lake
Rao
Hoffman  region Geoplumb
%Guerrerc% Negro %Baja% %California% %Sur Mexico%
Cerbuna Zaragoza %Spain%
GEMOC Department
%Cyprus% and %Crete%
Ordos Basin
Joliffe
Urwi
$Villany Mountains$ Southern %Hungary%
eastern %United States%
western margins of the Kaapvaal Craton
Education Naruto Tokushima %Japan%
Sciences Simon Fraser University University Drive Burnaby
Telegraph Station Shark Bay Q 'S
Niari-Nyanga Basin
Colonnella
Dawes  Greenland
$CliftonPreston Lake$
$Canning Basin$ western %Australia%
southeast of %Pering%
%Udaipur% %Rajasthan% %India%
%Xingyi% area %Guizhou%
$northern Perth Basin$ $Western Australia$
Finger Lakes Bahamian Field Station
Tannoia
Hyman London
Anthropology Indiana State University %Terre Haute% %Indiana%
North and $South China$
%Fersiga% area %Algeria%
Licmophora and Striatella
Officer $Basin Western$ %Australia%
Microbialitic Ridge Swale and Column Unit
southern margin of $the Junggar Basin$
$Bukk Mountains$
Weelaranna
